,,,January 2015,,,,,,,,,,,,,,January 2015,,,,,,,,,,,,,,January 2015,,,,,,,,,,,,
368,"KITCHARAO, AGUSAN DEL NORTE",13,3.4,15.2,19.8,54.4,,2.0,49.4,173.4,37.6,0.6,355.8,368,"KITCHARAO, AGUSAN DEL NORTE","13",22.8,58.0,18.4,17.4,3.0,15.0,3.8,0.0,8.4,9.6,156.4,368,"KITCHARAO, AGUSAN DEL NORTE","13",0.0,0.0,0.0,15.8,6.8,18.0,0.0,0.0,10.0,5.6,17.2,73.4,585.6
875,"LASAM, CAGAYAN",2,,,,,,,,,,,,875,"LASAM, CAGAYAN","2",,,,,,,,,,,,875,"LASAM, CAGAYAN","2",,,,,,,,,,0.0,,0,0
869,"MALAYBALAY, BUKIDNON",10,0.0,4.6,0.0,3.4,19.0,0.6,1.0,9.4,14.0,0.0,52,869,"MALAYBALAY, BUKIDNON","10",0.0,8.6,2.8,6.2,0.0,0.0,0.0,5.6,14.4,0.0,37.6,869,"MALAYBALAY, BUKIDNON","10",12.0,0.0,0.0,35.6,0.0,11.2,0.2,3.0,9.4,0.8,0.2,72.4,162
361,"VITALI DISTRICT, ZAMBOANGA CITY",9,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.4,361,"VITALI DISTRICT, ZAMBOANGA CITY","9",0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.6,361,"VITALI DISTRICT, ZAMBOANGA CITY","9",8.8,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,11,14
933,"UPI AGRICULTURAL SCHOOL, MAGUINDANAO",ARMM,1.6,0.0,0.0,0.6,,6.8,1.6,9.2,0.2,0.0,20,933,"UPI AGRICULTURAL SCHOOL, MAGUINDANAO","ARMM",0.0,0.0,0.0,0.2,0.6,0.0,0.0,3.2,3.4,8.0,15.4,933,"UPI AGRICULTURAL SCHOOL, MAGUINDANAO","ARMM",0.4,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.4,0.0,0.0,4.4,39.8
900,"CATUBIG, NORTHERN SAMAR",8,,,,,,,,,,,,900,"CATUBIG, NORTHERN SAMAR","8",,,,,,,,,,,,900,"CATUBIG, NORTHERN SAMAR","8",,,,,,,,,,,,,
367,"PLARIDEL, MISAMIS OCCIDENTAL",10,0.0,0.0,0.4,4.0,,1.2,19.6,9.6,4.8,0.0,39.6,367,"PLARIDEL, MISAMIS OCCIDENTAL","10",0.8,0.2,2.2,0.0,0.0,2.8,0.0,0.0,0.0,1.8,7.8,367,"PLARIDEL, MISAMIS OCCIDENTAL","10",9.6,23.0,2.0,6.6,0.0,32.2,0.2,0.0,0.2,0.4,0.6,74.8,122.2
853,"BANGA, AKLAN",6,1.2,1.2,0.8,1.0,,0.0,0.0,4.0,1.6,5.4,15.2,853,"BANGA, AKLAN","6",0.2,0.0,1.2,0.8,0.0,0.0,0.8,0.0,0.0,0.0,3,853,"BANGA, AKLAN","6",0.0,54.8,4.4,0.0,1.2,0.2,0.0,0.4,3.8,1.6,0.0,66.4,84.6
318,"UBAY, BOHOL",7,0.0,40.6,11.4,9.2,,0.0,3.4,23.2,1.0,0.0,88.8,318,"UBAY, BOHOL","7",5.4,9.8,2.4,0.0,0.0,0.0,0.0,0.0,1.4,5.6,24.6,318,"UBAY, BOHOL","7",0.0,0.0,34.6,17.2,0.4,6.6,0.0,0.0,17.0,0.0,4.2,80,193.4
880,"T'BOLI, SOUTH COTABATO",12,18.8,2.4,0.6,0.0,,2.6,10.2,24.4,21.8,0.2,81,880,"T'BOLI, SOUTH COTABATO","12",0.0,0.0,0.0,4.0,1.0,0.0,0.0,9.2,0.2,0.4,14.8,880,"T'BOLI, SOUTH COTABATO","12",18.0,0.4,0.0,0.0,0.2,5.0,0.0,26.8,9.0,4.6,0.0,64,159.8
916,"MAGALANG, PAMPANGA",3,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,916,"MAGALANG, PAMPANGA","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4,916,"MAGALANG, PAMPANGA","3",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.2
873,"GINGOOG CITY, MISAMIS ORIENTAL",10,,,,,,,,,,,0,873,"GINGOOG CITY, MISAMIS ORIENTAL","10",,,,,,,,,,,0,873,"GINGOOG CITY, MISAMIS ORIENTAL","10",,,,,,,,,,,,0,0
342,"PAMPLONA, CAMARINES SUR",5,83.2,1.2,0.0,0.0,,0.0,1.2,0.0,0.6,4.0,90.2,342,"PAMPLONA, CAMARINES SUR","5",0.0,0.0,0.0,0.8,0.0,7.8,107.6,27.2,0.0,0.0,143.4,342,"PAMPLONA, CAMARINES SUR","5",0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.6,235.2
348,"BAIS, NEGROS ORIENTAL",7,,,,,,,,,,0.0,0,348,"BAIS, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,,0.0,,,,,0,348,"BAIS, NEGROS ORIENTAL","7",,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
929,"PALAYAN CITY, NUEVA ECIJA",3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,929,"PALAYAN CITY, NUEVA ECIJA","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,19.8,0.0,45.2,929,"PALAYAN CITY, NUEVA ECIJA","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45.2
1552,"TUMAUINI(BRGY. ARCON), ISABELA",2,0.0,0.2,0.0,0.0,,0.0,0.0,0.6,0.0,,0.8,1552,"TUMAUINI(BRGY. ARCON), ISABELA","2",0.0,,,,0.0,,,,0.0,0.0,0,1552,"TUMAUINI(BRGY. ARCON), ISABELA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2
876,"ABULUG, CAGAYAN",2,4.0,0.0,0.0,0.0,,0.0,2.2,17.0,3.6,2.0,28.8,876,"ABULUG, CAGAYAN","2",0.0,2.8,0.4,0.0,21.2,2.6,5.4,31.2,58.2,5.2,127,876,"ABULUG, CAGAYAN","2",1.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,8.8,16.6,172.4
357,"POLANCO, ZAMBOANGA DEL NORTE",9,,,,,,,,3.4,7.6,0.0,11,357,"POLANCO, ZAMBOANGA DEL NORTE","9",0.0,1.2,7.4,0.8,0.0,0.0,0.0,0.0,2.4,0.0,11.8,357,"POLANCO, ZAMBOANGA DEL NORTE","9",0.0,0.0,2.8,4.6,1.0,26.4,0.0,0.0,13.8,3.8,0.0,52.4,75.2
1143,"MASBATE, MASBATE",5,,,,,,,,,,,,1143,"MASBATE, MASBATE","5",,,,,,,,,,,,1143,"MASBATE, MASBATE","5",,,,,,,,,,,,,
344,"LABO, CAMARINES NORTE",5,142.0,52.0,5.6,4.8,,0.0,1.0,2.6,4.4,4.0,216.4,344,"LABO, CAMARINES NORTE","5",9.6,1.6,0.0,2.0,0.0,2.2,121.8,181.2,0.0,0.0,318.4,344,"LABO, CAMARINES NORTE","5",0.0,19.6,10.8,1.0,1.2,0.0,2.4,9.0,2.2,0.0,0.4,46.6,581.4
922,"ROXAS PALAWAN, PALAWAN",4-B,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,922,"ROXAS PALAWAN, PALAWAN","4-B",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,922,"ROXAS PALAWAN, PALAWAN","4-B",0.4,0.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.6
329,"SAN ANTONIO, QUEZON",4-A,,,,,,,,,,,,329,"SAN ANTONIO, QUEZON","4-A",,,,,,,,,,0.0,0,329,"SAN ANTONIO, QUEZON","4-A",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
378,"BABATNGON, LEYTE",8,8.8,35.6,4.6,8.6,,0.0,0.0,6.3,0.8,2.2,66.9,378,"BABATNGON, LEYTE","8",6.4,3.8,2.8,0.6,0.0,1.8,46.2,0.0,0.0,34.0,95.6,378,"BABATNGON, LEYTE","8",0.0,0.0,11.0,12.1,0.4,0.6,0.8,11.0,16.6,0.2,0.6,53.3,215.8
354,"NAVAL, BILIRAN",8,8.0,27.8,59.0,0.4,,0.0,0.0,0.0,0.0,1.2,96.4,354,"NAVAL, BILIRAN","8",0.2,0.8,0.6,0.6,1.8,43.8,93.8,1.4,0.0,0.0,143,354,"NAVAL, BILIRAN","8",0.0,0.0,2.4,0.0,0.8,1.4,2.0,1.0,4.6,0.0,0.0,12.2,251.6
899,"CAN-AVID, EASTERN SAMAR",8,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,899,"CAN-AVID, EASTERN SAMAR","8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,899,"CAN-AVID, EASTERN SAMAR","8",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
363,"SULOP, POBLACION, DAVAO DEL SUR",11,,,,,,,,,,,,363,"SULOP, POBLACION, DAVAO DEL SUR","11",,,,,,,,,,,,363,"SULOP, POBLACION, DAVAO DEL SUR","11",,,,,,,,,,,,,
870,"LANAO DEL NORTE, LANAO DEL NORTE",10,3.4,1.2,6.8,0.4,,1.0,4.4,6.2,0.8,0.0,24.2,870,"LANAO DEL NORTE, LANAO DEL NORTE","10",0.0,0.0,0.4,7.0,0.0,0.0,0.0,0.0,0.0,0.4,7.8,870,"LANAO DEL NORTE, LANAO DEL NORTE","10",0.2,0.2,11.8,0.6,14.2,44.4,0.0,0.0,0.0,8.4,2.0,81.8,113.8
898,"SAN MIGUEL, LEYTE",8,26.8,78.8,20.2,2.8,,0.0,0.0,1.4,0.8,1.0,131.8,898,"SAN MIGUEL, LEYTE","8",6.6,4.8,7.8,0.2,0.0,7.2,42.0,0.0,0.0,15.2,83.8,898,"SAN MIGUEL, LEYTE","8",0.0,0.0,15.0,7.4,3.0,1.4,10.6,9.4,14.8,2.8,0.6,65,280.6
902,"GERONA, TARLAC",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,902,"GERONA, TARLAC","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,3.4,902,"GERONA, TARLAC","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.4
987,"BASILAN, ISABELA CITY",9,,,,,,,,,,,,987,"BASILAN, ISABELA CITY","9",,,,,,,,,,,,987,"BASILAN, ISABELA CITY","9",,,,,,,,,,,,,
376,"PIGCAWAYAN, COTABATO",12,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,376,"PIGCAWAYAN, COTABATO","12",0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,5.3,376,"PIGCAWAYAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.3
919,"PATNONGON, ANTIQUE",6,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.4,919,"PATNONGON, ANTIQUE","6",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,919,"PATNONGON, ANTIQUE","6",0.0,13.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,14.8
918,"SAN LUIS, AURORA",3,0.0,0.0,0.0,0.0,,0.2,0.0,9.2,1.2,1.4,12,918,"SAN LUIS, AURORA","3",0.4,67.6,0.4,0.2,1.6,0.2,0.0,49.8,0.0,0.0,120.2,918,"SAN LUIS, AURORA","3",0.0,0.0,1.8,0.0,0.8,0.4,0.0,2.6,0.0,0.0,9.0,14.6,146.8
932,"SULTAN KUDARAT, MAGUINDANAO, MAGUINDANAO",ARMM,,,,0.0,,,,,,,0,932,"SULTAN KUDARAT, MAGUINDANAO, MAGUINDANAO","ARMM",,,,,,,,,0.0,0.0,0,932,"SULTAN KUDARAT, MAGUINDANAO, MAGUINDANAO","ARMM",26.6,0.2,0.4,1.0,0.2,19.4,0.0,0.0,12.4,1.8,0.0,62,62
349,"SIQUIJOR, SIQUIJOR",7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,349,"SIQUIJOR, SIQUIJOR","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,349,"SIQUIJOR, SIQUIJOR","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
356,"KALAWIT, ZAMBOANGA DEL NORTE",9,,,,,,,,0.0,0.0,0.0,0,356,"KALAWIT, ZAMBOANGA DEL NORTE","9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,356,"KALAWIT, ZAMBOANGA DEL NORTE","9",0.0,0.0,0.0,0.0,0.0,13.6,12.4,0.0,0.0,0.0,0.0,26,26.2
924,"PANIT-AN, CAPIZ",6,1.2,2.0,7.2,0.2,,0.0,0.0,0.2,0.4,0.0,11.2,924,"PANIT-AN, CAPIZ","6",1.8,0.0,4.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,8.2,924,"PANIT-AN, CAPIZ","6",0.0,0.8,4.4,1.4,0.4,1.2,0.0,0.0,0.6,1.6,0.0,10.4,29.8
872,"KALILANGAN, BUKIDNON",10,0.4,0.2,0.0,0.0,,0.0,6.6,0.0,2.0,0.0,9.2,872,"KALILANGAN, BUKIDNON","10",0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,13.4,12.6,26.8,872,"KALILANGAN, BUKIDNON","10",36.2,8.8,2.8,2.2,0.0,9.4,0.0,0.0,0.2,12.2,0.0,71.8,107.8
340,"SUAL, PANGASINAN",1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,340,"SUAL, PANGASINAN","1",0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.4,0.0,0.0,5.6,340,"SUAL, PANGASINAN","1",6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,12.4
359,"IPIL, ZAMBOANGA SIBUGAY",9,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2,359,"IPIL, ZAMBOANGA SIBUGAY","9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,359,"IPIL, ZAMBOANGA SIBUGAY","9",8.6,0.0,0.2,1.4,0.0,19.0,0.0,0.0,0.0,20.4,0.0,49.6,51.6
896,"BARILI, CEBU",7,0.0,9.8,1.8,8.8,,0.0,0.0,3.4,0.0,0.0,23.8,896,"BARILI, CEBU","7",5.8,4.0,2.2,0.4,1.2,0.2,0.4,0.0,0.0,3.0,17.2,896,"BARILI, CEBU","7",4.8,0.0,1.2,2.0,0.0,0.0,0.0,0.0,11.6,11.6,0.0,31.2,72.2
878,"SEN. NINOY AQUINO, SULTAN KUDARAT",12,10.4,0.0,0.0,0.0,2.8,6.6,15.0,6.4,0.8,0.0,42,878,"SEN. NINOY AQUINO, SULTAN KUDARAT","12",0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,3.4,41.3,50.3,878,"SEN. NINOY AQUINO, SULTAN KUDARAT","12",26.6,0.0,0.2,1.6,0.0,56.6,0.0,0.0,0.2,1.6,0.0,86.8,179.1
1079,"PINAMALAYAN, ORIENTAL MINDORO",4-B,,1.0,0.0,10.0,,0.0,0.6,0.0,9.6,5.4,26.6,1079,"PINAMALAYAN, ORIENTAL MINDORO","4-B",0.2,0.2,0.0,0.0,1.4,2.4,4.0,3.0,0.0,0.0,11.2,1079,"PINAMALAYAN, ORIENTAL MINDORO","4-B",0.0,19.2,20.8,5.4,0.0,1.8,0.2,0.4,13.4,0.6,0.0,61.8,99.6
1141,"STA. BARBARA - ILOILO, ILOILO",6,,,,,,,,,,,,1141,"STA. BARBARA - ILOILO, ILOILO","6",,,,,,,,,,,,1141,"STA. BARBARA - ILOILO, ILOILO","6",,,,,,,,,,,,,
903,"BOTOLAN, ZAMBALES",3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,903,"BOTOLAN, ZAMBALES","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,903,"BOTOLAN, ZAMBALES","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2
927,"BAGO CITY, NEGROS OCCIDENTAL",6,2.2,7.0,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,9.6,927,"BAGO CITY, NEGROS OCCIDENTAL","6",0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.6,927,"BAGO CITY, NEGROS OCCIDENTAL","6",0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,15
316,"STO TOMAS, DAVAO DEL NORTE",11,0.0,4.2,0.2,17.0,,5.6,0.0,0.2,13.6,0.0,40.8,316,"STO TOMAS, DAVAO DEL NORTE","11",0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,8.2,3.4,12,316,"STO TOMAS, DAVAO DEL NORTE","11",0.2,0.0,0.0,0.2,0.0,61.0,0.0,2.8,42.8,13.6,0.0,120.6,173.4
879,"TACURONG CITY, SULTAN KUDARAT",12,10.0,0.0,0.0,0.0,,39.6,9.4,0.0,0.2,0.0,59.2,879,"TACURONG CITY, SULTAN KUDARAT","12",0.0,0.0,0.0,0.2,0.0,0.0,0.0,13.4,36.8,9.8,60.2,879,"TACURONG CITY, SULTAN KUDARAT","12",20.6,0.2,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,5.1,42.1,161.5
866,"GUINSILIBAN, CAMIGUIN",10,9.7,0.0,0.0,4.9,,,,0.0,,,14.6,866,"GUINSILIBAN, CAMIGUIN","10",4.9,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,866,"GUINSILIBAN, CAMIGUIN","10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.4
372,"ROXAS, ISABELA",2,0.0,0.0,0.4,0.2,,0.0,0.0,1.4,0.0,0.0,2,372,"ROXAS, ISABELA","2",3.4,1.0,0.0,0.0,0.0,0.0,0.0,27.6,2.0,0.0,34,372,"ROXAS, ISABELA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,36.2
890,"ESPERANZA, AGUSAN DEL SUR",13,,,,,,,,,,,,890,"ESPERANZA, AGUSAN DEL SUR","13",,,,,,,,,,,,890,"ESPERANZA, AGUSAN DEL SUR","13",,,,,,,,,,,,,
327,"STA. CRUZ - LAGUNA, LAGUNA",4-A,15.6,0.4,0.0,0.0,0.0,0.0,1.0,4.8,0.6,0.0,22.4,327,"STA. CRUZ - LAGUNA, LAGUNA","4-A",0.0,0.0,0.0,0.0,0.2,0.0,0.4,41.4,0.2,0.0,42.2,327,"STA. CRUZ - LAGUNA, LAGUNA","4-A",26.6,0.2,0.4,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,29,93.6
917,"CALINOG, ILOILO",6,3.8,3.6,5.2,0.2,,0.0,0.0,0.6,2.0,0.0,15.4,917,"CALINOG, ILOILO","6",2.4,2.0,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.0,6.2,917,"CALINOG, ILOILO","6",14.8,22.8,1.6,0.0,0.2,0.2,0.0,0.0,2.6,1.8,0.0,44,65.6
1128,"ALCANTARA, ROMBLON",4-B,,,,,,,,0.0,1.2,0.0,1.2,1128,"ALCANTARA, ROMBLON","4-B",0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,1128,"ALCANTARA, ROMBLON","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8
503,"AGLIPAY, QUIRINO",2,1.4,0.2,0.0,0.0,,0.0,0.2,1.2,0.0,4.4,7.4,503,"AGLIPAY, QUIRINO","2",1.2,0.2,0.0,0.0,3.6,1.0,0.4,57.4,0.6,1.2,65.6,503,"AGLIPAY, QUIRINO","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.0,8.2,81.2
1324,"VILLAREAL, SAMAR",8,10.6,35.6,39.0,1.4,,0.0,0.0,0.2,0.4,1.0,88.2,1324,"VILLAREAL, SAMAR","8",1.0,4.8,2.6,4.0,0.0,16.0,75.2,0.0,0.2,38.2,142,1324,"VILLAREAL, SAMAR","8",0.0,0.0,4.4,1.6,4.0,0.6,7.6,2.2,10.0,2.2,0.4,33,263.2
379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR",5,,,,,,,,,,,,379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR","5",,,,,,,,,,,,379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR","5",,,,,,,,,,,,,
626,"KIAMBA, SARANGANI",12,0.4,0.0,0.4,0.0,,0.0,13.8,1.4,0.0,0.0,16,626,"KIAMBA, SARANGANI","12",0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,14,626,"KIAMBA, SARANGANI","12",3.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,9.0,0.0,12.8,42.8
374,"POBLACION LILOY, ZAMBOANGA DEL NORTE",9,,,,,,,,,,,,374,"POBLACION LILOY, ZAMBOANGA DEL NORTE","9",,,,,,,,,,,,374,"POBLACION LILOY, ZAMBOANGA DEL NORTE","9",,,,,,,,,,,,,
351,"CARMEN, BOHOL",7,,,,,,,,1.0,0.6,0.0,1.6,351,"CARMEN, BOHOL","7",0.0,1.4,1.2,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.6,351,"CARMEN, BOHOL","7",0.6,0.0,40.4,23.4,0.4,5.2,0.0,0.0,7.8,1.4,8.0,87.2,105.4
967,"STA. CRUZ - MARINDUQUE, MARINDUQUE",4-B,42.8,0.0,0.4,2.8,,0.0,0.0,0.0,1.2,0.0,47.2,967,"STA. CRUZ - MARINDUQUE, MARINDUQUE","4-B",0.6,0.0,0.4,0.0,0.0,0.0,0.2,4.6,0.0,0.0,5.8,967,"STA. CRUZ - MARINDUQUE, MARINDUQUE","4-B",0.0,4.2,0.6,0.0,0.0,0.6,0.0,0.6,3.4,0.2,0.0,9.6,62.6
328,"AYUTI, QUEZON",4-A,,,,4.8,,0.2,0.8,4.6,2.6,1.8,14.8,328,"AYUTI, QUEZON","4-A",3.0,3.8,0.2,0.0,0.4,0.4,10.8,41.4,0.2,5.6,65.8,328,"AYUTI, QUEZON","4-A",0.0,5.6,2.0,0.2,0.0,0.0,0.0,1.0,3.8,,0.2,12.8,93.4
865,"ILAGAN, ISABELA",2,0.2,0.0,0.0,0.0,,0.0,0.0,7.2,0.6,1.0,9,865,"ILAGAN, ISABELA","2",4.6,3.6,0.0,0.0,1.0,0.2,0.0,24.4,0.8,1.2,35.8,865,"ILAGAN, ISABELA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,45
934,"KAPATAGAN, LANAO DEL SUR",ARMM,0.0,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2
